;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
163;0001209191-20-038786;2020-06-24;2020-06-22;2020-06-24T18:54:02.000Z;;4;;;;9561;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
164;0001209191-20-035389;2020-06-09;2020-06-05;2020-06-09T18:48:29.000Z;;4;;;;9201;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
165;0000004127-20-000038;2020-06-03;;2020-06-03T16:43:09.000Z;33;S-8;333-238910;20940553;;449046;0;0;s-8may2020.htm;S-8
166;0000004127-20-000035;2020-05-29;;2020-05-29T16:05:09.000Z;34;SD;001-05560;20927641;;494022;0;0;cy19formsdcmr.htm;SD
167;0001209191-20-032714;2020-05-28;2020-05-26;2020-05-28T18:30:23.000Z;;4;;;;6007;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
168;0001209191-20-028974;2020-05-13;2020-05-11;2020-05-13T18:44:29.000Z;;4;;;;10023;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
169;0001209191-20-028076;2020-05-08;2020-05-06;2020-05-08T18:30:52.000Z;;4;;;;9447;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
170;0001209191-20-028073;2020-05-08;2020-05-06;2020-05-08T18:28:44.000Z;;4;;;;9719;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
171;0001209191-20-028071;2020-05-08;2020-05-06;2020-05-08T18:26:04.000Z;;4;;;;9538;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
172;0001209191-20-028064;2020-05-08;2020-05-06;2020-05-08T18:22:32.000Z;;4;;;;9445;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
173;0001209191-20-028061;2020-05-08;2020-05-06;2020-05-08T18:20:04.000Z;;4;;;;9411;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
174;0001209191-20-028055;2020-05-08;2020-05-06;2020-05-08T18:15:36.000Z;;4;;;;9412;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
175;0001209191-20-028052;2020-05-08;2020-05-06;2020-05-08T18:13:28.000Z;;4;;;;5505;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
176;0001209191-20-028047;2020-05-08;2020-05-06;2020-05-08T18:11:12.000Z;;4;;;;10358;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
177;0000004127-20-000031;2020-05-08;2020-05-06;2020-05-08T17:05:17.000Z;34;8-K;001-05560;20861578;5.07;265590;1;1;a8-kannualproxyvote5820.htm;8-K
178;0000004127-20-000027;2020-05-05;2020-03-27;2020-05-04T17:34:38.000Z;34;10-Q;001-05560;20846050;;5740958;1;1;q22010qmarch272020.htm;10-Q
179;0000004127-20-000025;2020-05-04;2020-05-04;2020-05-04T16:03:38.000Z;34;8-K;001-05560;20844842;2.02,8.01,9.01;684861;1;1;q220earningsreleasefor.htm;8-K
180;0001209191-20-026415;2020-04-30;2020-04-28;2020-04-30T18:57:04.000Z;;4;;;;5830;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
181;0000004127-20-000020;2020-04-14;2020-04-14;2020-04-14T08:33:08.000Z;34;8-K;001-05560;20790121;2.02,8.01,9.01;231845;1;1;form8-kitem202801and901.htm;8-K
182;0001209191-20-024166;2020-04-10;2020-04-09;2020-04-10T18:36:50.000Z;;4;;;;9093;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
183;0001104659-20-039292;2020-03-27;;2020-03-27T09:17:55.000Z;34;DEFA14A;001-05560;20748371;;1025337;0;0;tm201969d3_defa14a.htm;DEFA14A
184;0001047469-20-001845;2020-03-27;2020-05-06;2020-03-27T09:15:28.000Z;34;DEF 14A;001-05560;20748336;;3143178;0;0;a2241041zdef14a.htm;DEF 14A
185;0001047469-20-001553;2020-03-17;2020-05-06;2020-03-17T17:00:34.000Z;34;PRE 14A;001-05560;20721787;;3000139;0;0;a2240855zpre14a.htm;PRE 14A
186;0000000000-20-002137;2020-03-10;;2020-03-10T10:40:04.000Z;;UPLOAD;;;;45656;0;0;filename1.pdf;
187;0000004127-20-000018;2020-03-04;2020-03-04;2020-03-04T08:31:45.000Z;34;8-K;001-05560;20685764;7.01,9.01;232195;1;1;q220businessupdateform.htm;8-K
188;0001104659-20-026029;2020-02-27;;2020-02-27T13:48:07.000Z;;CORRESP;;;;115802;0;0;filename1.htm;
189;9999999997-20-000761;2020-02-18;;2020-02-18T15:27:15.000Z;;SEC STAFF LETTER;;;;356644;0;0;filename1.pdf;
190;0001556785-20-000019;2020-02-14;;2020-02-14T13:21:05.000Z;34;SC 13G/A;005-34048;20617355;;48666;0;0;vvp_swks123119.htm;
191;0001104659-20-017064;2020-02-12;;2020-02-11T19:14:44.000Z;34;SC 13G/A;005-34048;20598916;;13818;0;0;tv0564-skyworkssolutionsinc.htm;SCHEDULE 13G/A
192;0000004127-20-000015;2020-02-11;2019-08-22;2020-02-11T16:32:21.000Z;34;8-K/A;001-05560;20597054;5.02;196667;1;1;form8-kaitem502feb2020.htm;8-K/A
193;0001104659-20-014024;2020-02-10;;2020-02-10T18:12:26.000Z;;CORRESP;;;;32006;0;0;filename1.htm;
194;0000834237-20-006836;2020-02-06;;2020-02-06T09:10:13.000Z;34;SC 13G/A;005-34048;20581319;;13763;0;0;us83088m1027_020520.txt;
195;9999999997-20-000450;2020-02-04;;2020-02-04T11:58:49.000Z;;SEC STAFF LETTER;;;;361081;0;0;filename1.pdf;
196;0000000000-20-000948;2020-01-31;;2020-01-31T16:02:29.000Z;;UPLOAD;;;;52337;0;0;filename1.pdf;
197;0001209191-20-005439;2020-01-29;2020-01-27;2020-01-29T19:00:34.000Z;;4;;;;15319;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
198;0000004127-20-000009;2020-01-27;2019-09-27;2020-01-27T08:22:03.000Z;34;10-K/A;001-05560;20547146;;989512;1;1;fy1910-kajanuary242020.htm;10-K/A
199;0000004127-20-000007;2020-01-24;2019-12-27;2020-01-24T16:08:15.000Z;34;10-Q;001-05560;20545543;;5154900;1;1;q12010qdecember272019.htm;10-Q
200;0001209191-20-004736;2020-01-23;2020-01-21;2020-01-23T19:00:45.000Z;;4;;;;5831;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
201;0000004127-20-000004;2020-01-23;2020-01-23;2020-01-23T16:02:28.000Z;34;8-K;001-05560;20542088;2.02,8.01,9.01;531126;1;1;q120earningsreleasefor.htm;8-K
202;0001209191-20-001410;2020-01-03;2020-01-03;2020-01-03T18:47:28.000Z;;4;;;;13788;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
203;0001209191-19-062025;2019-12-27;2019-12-27;2019-12-27T16:19:34.000Z;;4;;;;12019;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
204;0001209191-19-061651;2019-12-20;2019-12-20;2019-12-20T18:49:24.000Z;;4;;;;12020;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
205;0001628280-19-015262;2019-12-20;2019-12-17;2019-12-20T16:06:14.000Z;34;8-K;001-05560;191301353;5.02;196986;1;1;form8-kitem502.htm;8-K
206;0001209191-19-060760;2019-12-16;2019-12-12;2019-12-16T19:18:58.000Z;;4;;;;21386;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
207;0001209191-19-060517;2019-12-13;2019-12-11;2019-12-13T19:32:38.000Z;;4;;;;13762;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
208;0001209191-19-059534;2019-12-06;2019-12-06;2019-12-06T19:12:51.000Z;;4;;;;14470;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
209;0001209191-19-058879;2019-12-03;2019-11-29;2019-12-03T19:20:40.000Z;;4;;;;15505;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
210;0001209191-19-058864;2019-12-03;2019-11-29;2019-12-03T19:08:24.000Z;;4;;;;12012;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
211;0001209191-19-058197;2019-11-26;2019-11-25;2019-11-26T18:59:26.000Z;;4;;;;4589;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
212;0001209191-19-057868;2019-11-22;2019-11-22;2019-11-22T19:06:06.000Z;;4;;;;11977;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
213;0001209191-19-057866;2019-11-22;2019-11-21;2019-11-22T19:01:13.000Z;;4;;;;5805;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
214;0001209191-19-057350;2019-11-19;2019-11-12;2019-11-19T19:25:09.000Z;;3;;;;11592;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
215;0001209191-19-056825;2019-11-15;2019-11-14;2019-11-15T18:59:43.000Z;;4;;;;15338;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
216;0001209191-19-056823;2019-11-15;2019-11-15;2019-11-15T18:54:59.000Z;;4;;;;12013;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
217;0000004127-19-000049;2019-11-14;2019-09-27;2019-11-14T08:21:35.000Z;34;10-K;001-05560;191216460;;9915751;1;1;fy1910k92719.htm;10-K
218;0001209191-19-056221;2019-11-12;2019-11-08;2019-11-12T19:21:21.000Z;;4;;;;12013;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
219;0001209191-19-056217;2019-11-12;2019-11-07;2019-11-12T19:17:42.000Z;;4;;;;40301;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
220;0001209191-19-056215;2019-11-12;2019-11-07;2019-11-12T19:16:00.000Z;;4;;;;21317;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
221;0001209191-19-056213;2019-11-12;2019-11-07;2019-11-12T19:14:26.000Z;;4;;;;24189;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
222;0001209191-19-056211;2019-11-12;2019-11-07;2019-11-12T19:11:29.000Z;;4;;;;22281;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
223;0001209191-19-056209;2019-11-12;2019-11-07;2019-11-12T19:05:32.000Z;;4;;;;22262;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
224;0000004127-19-000047;2019-11-12;2019-11-12;2019-11-12T16:16:53.000Z;34;8-K;001-05560;191209648;2.02,8.01,9.01;707506;1;1;q419earningsreleasefor.htm;8-K
225;0001209191-19-055748;2019-11-07;2019-11-05;2019-11-07T19:08:51.000Z;;4;;;;14649;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
226;0001209191-19-055745;2019-11-07;2019-11-05;2019-11-07T19:06:09.000Z;;4;;;;13689;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
227;0001209191-19-055742;2019-11-07;2019-11-05;2019-11-07T19:02:44.000Z;;4;;;;12313;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
228;0001209191-19-055740;2019-11-07;2019-11-06;2019-11-07T18:59:44.000Z;;4;;;;9867;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
229;0001209191-19-055738;2019-11-07;2019-11-05;2019-11-07T18:54:47.000Z;;4;;;;14838;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
230;0001209191-19-054781;2019-11-01;2019-10-31;2019-11-01T18:51:51.000Z;;4;;;;9771;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
231;0001209191-19-053869;2019-10-23;2019-10-21;2019-10-23T18:54:42.000Z;;4;;;;9797;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
232;0001209191-19-050733;2019-09-25;2019-09-23;2019-09-25T19:03:16.000Z;;4;;;;11357;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
233;0001209191-19-049952;2019-09-17;2019-09-12;2019-09-17T19:26:38.000Z;;4;;;;4588;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
234;0001209191-19-047862;2019-08-30;2019-08-29;2019-08-30T18:09:54.000Z;;4;;;;9167;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
235;0001209191-19-047860;2019-08-30;2019-08-29;2019-08-30T18:08:54.000Z;;4;;;;5582;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
236;0001209191-19-047858;2019-08-30;2019-08-22;2019-08-30T18:07:27.000Z;;3;;;;6178;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
237;0000004127-19-000043;2019-08-26;2019-08-22;2019-08-26T08:09:37.000Z;34;8-K;001-05560;191050521;5.02;193017;1;1;form8-kitem502aug2019.htm;8-K
238;0001209191-19-046407;2019-08-16;2019-08-16;2019-08-16T19:08:20.000Z;;4;;;;10021;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
239;0001209191-19-045408;2019-08-09;2019-08-09;2019-08-09T19:00:49.000Z;;4;;;;10027;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
240;0000004127-19-000041;2019-08-07;2019-06-28;2019-08-07T17:14:59.000Z;34;10-Q;001-05560;191006424;;6194449;1;1;q31910qjune282019.htm;10-Q
241;0000004127-19-000036;2019-08-07;2019-08-07;2019-08-07T16:19:03.000Z;34;8-K;001-05560;191005756;2.02,8.01,9.01;473354;0;0;q319earningsreleaseform8-k.htm;8-K
242;0001209191-19-044713;2019-08-05;2019-08-02;2019-08-05T19:06:20.000Z;;4;;;;10028;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
243;0001209191-19-043424;2019-07-26;2019-07-24;2019-07-26T18:51:49.000Z;;4;;;;7110;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
244;0001209191-19-043422;2019-07-26;2019-07-26;2019-07-26T18:49:54.000Z;;4;;;;10246;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
245;0001209191-19-042825;2019-07-19;2019-07-19;2019-07-19T19:24:21.000Z;;4;;;;10028;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
246;0001209191-19-041991;2019-07-12;2019-07-12;2019-07-12T18:58:20.000Z;;4;;;;10028;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
247;0001209191-19-041347;2019-07-05;2019-07-05;2019-07-05T18:30:41.000Z;;4;;;;10028;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
248;0001209191-19-039544;2019-06-28;2019-06-28;2019-06-28T19:04:25.000Z;;4;;;;10028;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
249;0001209191-19-038648;2019-06-21;2019-06-21;2019-06-21T19:10:05.000Z;;4;;;;10028;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
250;0001209191-19-037831;2019-06-18;2019-06-13;2019-06-18T19:00:53.000Z;;4;;;;4587;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
251;0001209191-19-037287;2019-06-14;2019-06-12;2019-06-14T19:02:09.000Z;;4;;;;9803;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
252;0000004127-19-000029;2019-06-04;2019-06-04;2019-06-04T16:19:28.000Z;34;8-K;001-05560;19876849;7.01,9.01;61787;0;0;q319businessupdateform8-k.htm;8-K
253;0000004127-19-000027;2019-05-31;;2019-05-31T16:22:39.000Z;34;SD;001-05560;19870762;;383062;0;0;formsd12312018.htm;SD
254;0001209191-19-031114;2019-05-17;2019-05-15;2019-05-17T18:45:15.000Z;;4;;;;9806;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
255;0001209191-19-030167;2019-05-15;2019-05-13;2019-05-15T19:12:01.000Z;;4;;;;9894;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
256;0001209191-19-029128;2019-05-10;2019-05-08;2019-05-10T19:14:50.000Z;;4;;;;9416;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
257;0001209191-19-029126;2019-05-10;2019-05-08;2019-05-10T19:13:20.000Z;;4;;;;16330;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
258;0001209191-19-029124;2019-05-10;2019-05-08;2019-05-10T19:12:00.000Z;;4;;;;5509;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
259;0001209191-19-029122;2019-05-10;2019-05-08;2019-05-10T19:09:51.000Z;;4;;;;9725;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
260;0001209191-19-029117;2019-05-10;2019-05-08;2019-05-10T19:07:33.000Z;;4;;;;9542;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
261;0001209191-19-029114;2019-05-10;2019-05-08;2019-05-10T19:05:44.000Z;;4;;;;9449;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
262;0001209191-19-029108;2019-05-10;2019-05-08;2019-05-10T19:04:10.000Z;;4;;;;9433;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
263;0001209191-19-029105;2019-05-10;2019-05-08;2019-05-10T19:01:06.000Z;;4;;;;9415;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
264;0000004127-19-000024;2019-05-10;2019-05-08;2019-05-10T16:16:28.000Z;34;8-K;001-05560;19815125;5.07;66251;0;0;form8-kannualmeetingresult.htm;8-K
265;0001209191-19-027561;2019-05-03;2019-05-03;2019-05-03T18:57:05.000Z;;4;;;;17351;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
266;0000004127-19-000022;2019-05-03;2019-03-29;2019-05-02T20:02:21.000Z;34;10-Q;001-05560;19793804;;4843320;1;0;q21910qmarch292019.htm;10-Q
267;0000004127-19-000020;2019-05-02;2019-05-02;2019-05-02T16:18:45.000Z;34;8-K;001-05560;19792145;2.02,8.01,9.01;468308;0;0;q219earningsreleaseform8-k1.htm;8-K
268;0001209191-19-026312;2019-04-26;2019-04-26;2019-04-26T19:01:36.000Z;;4;;;;12022;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
269;0001209191-19-025817;2019-04-24;2019-04-22;2019-04-24T19:08:56.000Z;;4;;;;12021;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
270;0001209191-19-025380;2019-04-19;2019-04-17;2019-04-19T16:29:48.000Z;;4;;;;5834;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
271;0001209191-19-025378;2019-04-19;2019-04-17;2019-04-19T16:28:12.000Z;;4;;;;13541;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
272;0001209191-19-024532;2019-04-12;2019-04-12;2019-04-12T19:12:05.000Z;;4;;;;9987;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
273;0001209191-19-024530;2019-04-12;2019-04-12;2019-04-12T19:08:54.000Z;;4;;;;10246;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
274;0001209191-19-023895;2019-04-05;2019-04-03;2019-04-05T19:13:21.000Z;;4;;;;6008;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
275;0001209191-19-023893;2019-04-05;2019-04-05;2019-04-05T19:08:58.000Z;;4;;;;10032;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
276;0001209191-19-021869;2019-03-29;2019-03-29;2019-03-29T19:24:55.000Z;;4;;;;10243;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
277;0001104659-19-018487;2019-03-29;;2019-03-29T09:18:44.000Z;34;DEFA14A;001-05560;19714173;;50708;0;0;a19-2509_3defa14a.htm;DEFA14A
278;0001047469-19-001747;2019-03-29;2019-05-08;2019-03-29T09:16:26.000Z;34;DEF 14A;001-05560;19714168;;1808961;0;0;a2238068zdef14a.htm;DEF 14A
279;0001209191-19-019836;2019-03-15;2019-03-13;2019-03-15T18:47:46.000Z;;4;;;;5835;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
280;0001209191-19-010788;2019-02-15;2019-02-13;2019-02-15T19:01:45.000Z;;4;;;;6040;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
281;0001556785-19-000023;2019-02-15;;2019-02-14T17:46:46.000Z;34;SC 13G/A;005-34048;19608768;;48841;0;0;vvp_swks123118.htm;
282;0001422848-19-000103;2019-02-14;;2019-02-13T18:12:26.000Z;34;SC 13G/A;005-34048;19599358;;8353;0;0;edgswks.txt;SC 13G/A
283;0000932471-19-005157;2019-02-11;;2019-02-11T13:28:00.000Z;34;SC 13G/A;005-34048;19584212;;34314;0;0;skyworkssolutionsinc.htm;
284;0001209191-19-008748;2019-02-08;2019-02-08;2019-02-08T19:01:45.000Z;;4;;;;11801;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
285;0000215457-19-005734;2019-02-06;;2019-02-06T17:28:31.000Z;34;SC 13G/A;005-34048;19572623;;13763;0;0;us83088m1027_020619.txt;
286;0000004127-19-000013;2019-02-06;2018-12-28;2019-02-05T18:02:21.000Z;34;10-Q;001-05560;19569183;;4319566;1;0;q11910qdecember282018.htm;10-Q
287;0000004127-19-000011;2019-02-05;2019-02-05;2019-02-05T16:19:01.000Z;34;8-K;001-05560;19568163;2.02,8.01,9.01;324285;0;0;q119earningsreleaseform8-k.htm;8-K
288;0000004127-19-000010;2019-02-05;2019-01-30;2019-02-05T16:15:34.000Z;34;8-K;001-05560;19568080;8.01;32183;0;0;jan2019sharerepurchase8-k.htm;8-K
289;0000004127-19-000005;2019-01-25;2018-09-28;2019-01-25T16:32:35.000Z;34;10-K/A;001-05560;19542905;;779226;0;0;fy1810-kajanuary252019.htm;10-K/A - FY18
290;0001209191-19-004637;2019-01-18;2019-01-16;2019-01-18T19:14:59.000Z;;4;;;;5839;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
291;0000004127-19-000002;2019-01-08;2019-01-08;2019-01-08T16:34:14.000Z;34;8-K;001-05560;19516321;2.02,9.01;63973;0;0;q119earningsprereleaseform.htm;8-K EARNINGS PRERELEASE
292;0000004127-18-000046;2018-11-15;2018-09-28;2018-11-14T18:44:35.000Z;34;10-K;001-05560;181185548;;10007203;1;0;fy1810k92818.htm;10-K
293;0001209191-18-058636;2018-11-14;2018-11-09;2018-11-14T19:01:11.000Z;;4;;;;16936;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
294;0001209191-18-058635;2018-11-14;2018-11-09;2018-11-14T19:00:21.000Z;;4;;;;12467;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
295;0001209191-18-058634;2018-11-14;2018-11-09;2018-11-14T18:59:20.000Z;;4;;;;16917;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
296;0001209191-18-058633;2018-11-14;2018-11-09;2018-11-14T18:58:42.000Z;;4;;;;16945;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
297;0001209191-18-058632;2018-11-14;2018-11-09;2018-11-14T18:58:04.000Z;;4;;;;16911;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
298;0001209191-18-058629;2018-11-14;2018-11-12;2018-11-14T18:56:42.000Z;;4;;;;23980;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
299;0000004127-18-000042;2018-11-13;2018-11-13;2018-11-13T16:04:51.000Z;34;8-K;001-05560;181177912;5.02;34651;0;0;a8-kitem502fy2019eip.htm;8-K
300;0000004127-18-000040;2018-11-09;2018-07-23;2018-11-09T16:13:24.000Z;34;8-K/A;001-05560;181173231;5.02;32039;0;0;skyworks-form8xkaitem502no.htm;8-K/A
301;0001422848-18-000414;2018-11-09;;2018-11-09T15:35:17.000Z;34;SC 13G/A;005-34048;181172880;;8357;0;0;edgswks.txt;SC 13G/A
302;0001209191-18-057847;2018-11-08;2018-11-06;2018-11-08T19:33:31.000Z;;4;;;;15903;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
303;0001209191-18-057846;2018-11-08;2018-11-06;2018-11-08T19:32:53.000Z;;4;;;;14947;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
304;0001209191-18-057845;2018-11-08;2018-11-06;2018-11-08T19:32:17.000Z;;4;;;;15883;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
305;0001209191-18-057844;2018-11-08;2018-11-06;2018-11-08T19:31:43.000Z;;4;;;;15913;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
306;0001209191-18-057843;2018-11-08;2018-11-06;2018-11-08T19:30:49.000Z;;4;;;;16092;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
307;0001209191-18-057842;2018-11-08;2018-11-07;2018-11-08T19:30:16.000Z;;4;;;;8304;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
308;0001209191-18-057841;2018-11-08;2018-09-28;2018-11-08T19:29:40.000Z;;5;;;;4704;0;0;xslF345X03/doc5.xml;FORM 5 SUBMISSION
309;0000004127-18-000036;2018-11-08;2018-11-08;2018-11-08T16:17:04.000Z;34;8-K;001-05560;181169890;2.02,8.01,9.01;482575;0;0;q418earningsreleaseform8-k.htm;8-K
310;0001209191-18-057026;2018-11-02;2018-11-02;2018-11-02T19:19:44.000Z;;4;;;;15936;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
311;0001209191-18-055792;2018-10-19;2018-10-19;2018-10-19T19:14:31.000Z;;4;;;;9918;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
312;0001209191-18-054449;2018-10-05;2018-10-05;2018-10-05T18:56:53.000Z;;4;;;;9918;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
313;0001209191-18-051983;2018-09-21;2018-09-21;2018-09-21T19:02:25.000Z;;4;;;;9923;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
314;0001209191-18-050140;2018-09-07;2018-09-07;2018-09-07T18:50:39.000Z;;4;;;;9919;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
315;0001209191-18-049128;2018-08-31;2018-08-29;2018-08-31T18:38:14.000Z;;4;;;;9168;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
316;0001209191-18-048430;2018-08-24;2018-08-24;2018-08-24T18:38:52.000Z;;4;;;;9923;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
317;0001209191-18-046320;2018-08-10;2018-08-10;2018-08-10T18:57:44.000Z;;4;;;;9923;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
318;0001104659-18-049651;2018-08-06;2018-08-03;2018-08-06T08:05:14.000Z;34;8-K;001-05560;18993510;1.01,7.01,9.01;57120;0;0;a18-18262_18k.htm;8-K
319;0001209191-18-044273;2018-07-27;2018-07-27;2018-07-27T19:14:38.000Z;;4;;;;9922;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
320;0001209191-18-044099;2018-07-26;2018-07-24;2018-07-26T19:04:03.000Z;;4;;;;5581;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
321;0001209191-18-044097;2018-07-26;2018-07-17;2018-07-26T19:02:30.000Z;;3;;;;6191;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
322;0000004127-18-000034;2018-07-23;2018-07-23;2018-07-23T08:08:03.000Z;34;8-K;001-05560;18963625;5.02;32359;0;0;skyworks-form8xkitem502jul.htm;8-K
323;0000004127-18-000032;2018-07-20;2018-06-29;2018-07-20T16:03:34.000Z;34;10-Q;001-05560;18962519;;4337226;1;0;q31810qjune292018.htm;10-Q
324;0000004127-18-000029;2018-07-19;2018-07-19;2018-07-19T16:19:46.000Z;34;8-K;001-05560;18960654;2.02,8.01,9.01;447033;0;0;q318earningsreleaseform8-k.htm;8-K
325;0000004127-18-000026;2018-05-31;;2018-05-31T16:39:27.000Z;34;SD;001-05560;18872166;;314906;0;0;formsd12312017.htm;SD
326;0001209191-18-029701;2018-05-11;2018-05-09;2018-05-11T19:21:26.000Z;;4;;;;9775;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
